v1,full_name,reaction_EC,gene_symbol,v3,Vitisnet_Network1,Vitisnet_Network2,,
VIT_17s0000g09240,MATE efflux family protein,MATE,,Vitvi17g00912,vv50125Porters_cat_66_to_94,,,
VIT_17s0000g09260,No hit,,,Vitvi17g00914,,,,
VIT_17s0000g09270,MATE efflux family protein,MATE,,Vitvi17g00915,vv50125Porters_cat_66_to_94,,,
VIT_17s0000g09280,Ubiquitin-associated (UBA),,,Vitvi17g00916,,,,
VIT_17s0000g09290,Protein kinase ATN1,,,Vitvi17g00917,,,,
VIT_17s0000g09300,Pentatricopeptide (PPR) repeat,,,Vitvi17g00918,,,,
VIT_17s0000g09310,Unknown protein,,,Vitvi17g00919,,,,
VIT_17s0000g09320,AAA-type ATPase,,,Vitvi17g00920,,,,
VIT_17s0000g09330,Pentatricopeptide (PPR) repeat-containing protein,,,Vitvi17g00921,,,,
VIT_17s0000g09350,Dehydration-induced 19,,,Vitvi17g00927,,,,
VIT_17s0000g09370,Elongation factor EF-Tu RABE1B,K02358,,Vitvi17g00928,vv34626Plant-pathogen_interaction,,,
VIT_17s0000g09380,WNK kinase 3,,,Vitvi17g00929,,,,
VIT_17s0000g09390,Ribosomal protein L19,K02884,,Vitvi17g00930,vv23010Ribosome,,,
VIT_17s0000g09400,Unknown protein,,,Vitvi17g00931,,,,
VIT_17s0000g09410,No hit,,,Vitvi17g00932,,,,
VIT_17s0000g09450,Unknown,,,Vitvi17g00934,,,,
VIT_17s0000g09470,Nitrate transporter3.1,NRT3_1,,Vitvi17g00936,vv50121Porters_cat_1_to_6,,,
VIT_17s0000g09480,Calcineurin phosphoesterase,,,Vitvi17g00937,,,,
VIT_17s0000g09490,Quinolinate synthase,K03517,,Vitvi17g00938,vv10760Nicotinate_and_nicotinamide_metabolism,,,
VIT_17s0000g09500,Serine/threonine-protein kinase AFC2,,,Vitvi17g00942,,,,
VIT_17s0000g09510,CYP71A25,E1_14_13_73,,Vitvi17g00944,vv10902Monoterpenoid_biosynthesis,,,
VIT_17s0000g09550,CYP71A26,,,Vitvi17g00945,,,,
VIT_17s0000g09620,Rhodanese domain-containing protein,K07146,,Vitvi17g00953,,,,
VIT_17s0000g09640,RGLG2 (ring Domain LIGASE2),RGLG2,,Vitvi17g00954,vv50004Auxin_transport,,,
VIT_17s0000g09650,Glyoxal oxidase,,,Vitvi17g00955,,,,
VIT_17s0000g09660,No hit,,,Vitvi17g00956,,,,
VIT_17s0000g09670,Stachyose synthase precursor,E2_4_1_67,,Vitvi17g00957,vv10052Galactose_metabolism,,,
VIT_17s0000g09680,RNA-binding protein RBP31,RBP31,,Vitvi17g00958,vv50133Primary_active_transporter_cat_A9_to_A18,,,
VIT_17s0000g09690,L-isoaspartate-O-methyl transferase,E2_1_1_77,,Vitvi17g00959,vv10271Methionine_metabolism,,,
VIT_17s0000g09700,Unknown protein,,,Vitvi17g00963,,,,
VIT_17s0000g09710,Leucine-rich repeat transmembrane protein kinase,,,Vitvi17g00964,,,,
VIT_17s0000g09730,Transducin family protein / WD-40 repeat,,,Vitvi17g00968,,,,
VIT_17s0000g09740,Esterase,,,Vitvi17g00969,,,,
VIT_17s0000g09750,Transducin protein,,,Vitvi17g00971,,,,
VIT_17s0000g09770,Cysteine proteinase,E3_4_22_x,,Vitvi17g00973,,,,
VIT_17s0000g09780,Methionine sulfoxide reductase A,E1_8_4_11,,Vitvi17g00974,vv10271Methionine_metabolism,,,
VIT_17s0000g09790,BT1 (BTB and TAZ domain protein 1),BT1,,Vitvi17g00975,vv60060TAZ,,,
VIT_17s0000g09800,No hit,,,Vitvi17g00977,,,,
VIT_17s0000g09820,DNA polymerase III gamma and tau subunit,K02343,,Vitvi17g00979,vv23030DNA_replication,,,
VIT_17s0000g09830,Radical SAM domain-containing,,,Vitvi17g00980,,,,
VIT_17s0000g09840,Adenosylhomocysteinase 1,E3_3_1_1,,Vitvi17g00983,vv10271Methionine_metabolism,vv10450Selenoamino_acid_metabolism,,
VIT_17s0000g09850,Unknown protein,,,Vitvi17g00985,,,,
VIT_17s0000g09860,Pentatricopeptide (PPR) repeat-containing protein,,,Vitvi17g00986,,,,
VIT_17s0000g09870,MA3 domain-containing protein,,,Vitvi17g00987,,,,
VIT_17s0000g09890,Tetratricopeptide repeat (TPR)-containing,,,Vitvi17g00989,,,,
VIT_17s0000g09900,Unknown protein,,,Vitvi17g00990,,,,
VIT_17s0000g09920,Aminopeptidase M,E3_4_11_2,,Vitvi17g00991,vv10480Glutathione_metabolism,,,
VIT_17s0000g09930,Unknown protein,,,Vitvi17g00994,,,,
VIT_17s0000g09950,Heat shock cognate 70 kDa protein 1 (HSC70-1) (HSP70-1),HSC701,,Vitvi17g00998,vv23040Spliceosome,vv24141Protein_processing_in_endoplasmic_reticulum,,
VIT_17s0000g09970,Endonuclease,E3_1_30_x,,Vitvi17g01000,,,,
VIT_17s0000g09990,Zinc finger (CCCH-type) family protein,CCCHFAM_2,,Vitvi17g01002,vv60018C3H,,,
VIT_17s0000g10000,Nitrate-responsive NOI protein,,,Vitvi17g01003,,,,
VIT_17s0000g10010,Callose synthase catalytic subunit,E2_4_1_34,,Vitvi17g01006,vv10500Starch_and_sucrose_metabolism,,,
VIT_17s0000g10030,No hit,,,Vitvi17g01010,,,,
VIT_17s0000g10050,Phosphopantothenoylcysteine decarboxylase,E4_1_1_36,,Vitvi17g01011,vv10770Pantothenate_and_CoA_biosynthesis,,,
VIT_17s0000g10060,Lipase GDSL,,,Vitvi17g01012,,,,
VIT_17s0000g10070,Zinc finger (C3HC4-type ring finger),ZFC3HC4_28,,Vitvi17g01013,vv60078Other_zf-C3HC4,,,
VIT_17s0000g10080,Transcriptional factor B3,TFB3_12,,Vitvi17g01015,vv60001ABI3VP1,,,
VIT_17s0000g10090,Xanthine/uracil/vitamin C permease,K06901,,Vitvi17g01016,vv50121Porters_cat_1_to_6,,,
VIT_17s0000g10100,Response regulator ARR11 Type-B,ARR11_1,,Vitvi17g01017,vv30007Cytokinin_signaling,vv60006ARR-B,,
VIT_17s0000g10110,Response regulator ARR11 Type-B,ARR11_3,,Vitvi17g01018,vv30007Cytokinin_signaling,vv60006ARR-B,,
VIT_17s0000g10120,No hit,,,Vitvi17g01020,,,,
VIT_17s0000g10130,Kelch repeat-containing protein,,,Vitvi17g01021,,,,
VIT_17s0000g10180,Coproporphyrinogen oxidase,E1_3_3_3,,Vitvi17g01025,vv10860Porphyrin_and_chlorophyll_metabolism,,,
VIT_17s0000g10190,Histone acetyltransferase ELP3,K07739_1,,Vitvi17g01026,vv60082GNAT,,,
VIT_17s0000g10200,Steroid sulfotransferase,K01025,,Vitvi17g01030,vv10272Cysteine_metabolism,,,
VIT_17s0000g10210,Unknown protein,,,Vitvi17g01034,,,,
VIT_17s0000g10240,Isocitrate dehydrogenase (NADP),E1_1_1_42,,Vitvi17g01036,vv10020Citrate_cycle,vv10720Reductive_carboxylate_cycle,,
VIT_17s0000g10250,Proteasome 26S regulatory subunit (RPN7),K03037,,Vitvi17g01037,vv23050Proteasome,,,
VIT_17s0000g10280,Nucleotide diphosphate kinase II; chloroplast (NDPK2),E2_7_4_6,,Vitvi17g01038,vv10230Purine_metabolism,vv10240Pyrimidine_metabolism,,
VIT_17s0000g10380,Ribosomal protein S14 (Clone MCH1) 40S,K02955,,Vitvi17g01046,vv23010Ribosome,,,
VIT_17s0000g10410,Serine carboxypeptidase SCPL51,,,Vitvi17g01049,,,,
VIT_17s0000g10420,DNA-binding protein GT-1-related,GT1REL_3,,Vitvi17g01050,vv60062Trihelix,,,
VIT_17s0000g10470,Protein kinase beta-1 subunit 5'-AMP-activated,K07199,,Vitvi17g01054,vv10061Fatty_acid_biosynthesis,vv10620Pyruvate_metabolism,,
VIT_17s0000g10480,Protein kinase beta-1 subunit 5'-AMP-activated,K07199,,Vitvi17g01058,vv10061Fatty_acid_biosynthesis,vv10620Pyruvate_metabolism,,
VIT_17s0000g00050,Unknown,,,Vitvi17g01060,,,,
VIT_17s0000g00440,NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,E1_2_1_41,,Vitvi17g01068,vv10220Urea_cycle_and_metabolism_of_amino_groups,vv50101Channels_and_pores,,
VIT_17s0000g00580,Calmodulin-7 (CAM7),K02183,,Vitvi17g01072,vv34020Calcium_signaling_pathway,vv34626Plant-pathogen_interaction,,
VIT_17s0000g00600,GCN5 N-acetyltransferase (GNAT),GCN5_1,,Vitvi17g01073,vv60082GNAT,,,
VIT_17s0000g00760,Galacturonosyltransferase 14,E2_4_1_43,,Vitvi17g01080,vv40006Cell_wall,,,
VIT_17s0000g00810,Zinc finger homeobox 33,ZFHB33_1,,Vitvi17g01082,vv60068Zf-HD,,,
VIT_17s0000g00870,1-aminocyclopropane-1-carboxylate deaminase,E3_5_99_7,,Vitvi17g01084,vv10640Propanoate_metabolism,,,
VIT_17s0000g00920,Glutamate decarboxylase 1 (GAD 1),E4_1_1_15,,Vitvi17g01086,vv10251Glutamate_metabolism,vv10252Alanine_and_aspartate_metabolism,,
VIT_17s0000g00930,Unknown protein,,,Vitvi17g01087,,,,
VIT_17s0000g01010,Lysophospholipase homolog,E3_1_1_5,,Vitvi17g01089,vv10564Glycerophospholipid_metabolism,,,
VIT_17s0000g01070,Monoglyceride lipase,E3_1_1_23,,Vitvi17g01092,vv10561Glycerolipid_metabolism,,,
VIT_17s0119g00030,Guanine nucleotide-binding protein alpha-1 subunit,,,Vitvi17g01097,,,,
VIT_17s0119g00050,UBQ5 (ubiquitin 5),K02977,,Vitvi17g01098,vv23010Ribosome,,,
VIT_17s0119g00080,Organic cation transport protein OCT1,VVOCT1,,Vitvi17g01101,vv50121Porters_cat_1_to_6,,,
VIT_17s0119g00090,Unknown protein,,,Vitvi17g01102,,,,
VIT_17s0119g00110,GRAM domain-containing protein / ABA-responsive,,,Vitvi17g01104,,,,
VIT_17s0119g00120,Alpha-amylase/subtilisin inhibitor,E3_2_1_1,,Vitvi17g01105,vv10500Starch_and_sucrose_metabolism,,,
VIT_17s0119g00190,Trypsin and protease inhibitor Kunitz family,,,Vitvi17g01116,,,,
VIT_17s0119g00260,Nitrate transporter 2,NTP2,,Vitvi17g01119,vv50122Porters_cat_7_to_17,,,
VIT_17s0119g00280,Alpha-amylase/subtilisin inhibitor,E3_2_1_1,,Vitvi17g01121,vv10500Starch_and_sucrose_metabolism,,,
VIT_17s0119g00300,EMB2261 (embryo defective 2261),,,Vitvi17g01122,,,,
VIT_17s0119g00310,Unknown protein,,,Vitvi17g01124,,,,
VIT_17s0119g00350,3;4-dihydroxy-2-butanone kinase,E2_7_1_29,,Vitvi17g01128,vv10561Glycerolipid_metabolism,,,
VIT_17s0119g00370,Unknown,,,Vitvi17g01133,,,,
VIT_17s0119g00400,Methyltransferase,,,Vitvi17g01139,,,,
VIT_17s0053g00020,Unknown,,,Vitvi17g01140,,,,
VIT_17s0053g00030,No hit,,,Vitvi17g01144,,,,
VIT_17s0053g00040,Metal-nicotianamine transporter YSL5,YSL5,,Vitvi17g01148,vv50125Porters_cat_66_to_94,,,
VIT_17s0053g00060,No hit,,,Vitvi17g01153,,,,
VIT_17s0053g00110,Pentatricopeptide (PPR) repeat-containing,,,Vitvi17g01161,,,,
VIT_17s0053g00120,Succinyl-CoA ligase alpha 2 subunit,E6_2_1_4,,Vitvi17g01162,vv10020Citrate_cycle,,,
VIT_17s0053g00140,Serine/threonine-protein kinase Chk1,K07151,,Vitvi17g01164,vv10510N-Glycan_biosynthesis,vv24141Protein_processing_in_endoplasmic_reticulum,,
VIT_17s0053g00160,Apyrase,E3_6_1_5,,Vitvi17g01165,vv10230Purine_metabolism,vv10240Pyrimidine_metabolism,,
VIT_17s0053g00170,Tubulin alpha,K07374,,Vitvi17g01166,vv44145Phagosome,vv44810Regulation_of_actin_cytoskeleton,,
VIT_17s0053g00180,Ascorbate peroxidase,E1_11_1_11,,Vitvi17g01167,vv10053Ascorbate_and_aldarate_metabolism,,,
VIT_17s0053g00190,Apyrase,E3_6_1_5,,Vitvi17g01169,vv10230Purine_metabolism,vv10240Pyrimidine_metabolism,,
VIT_17s0053g00210,Peptidoglycan-binding LysM domain-containing protein,,,Vitvi17g01170,,,,
VIT_17s0053g00250,Translation initiation factor eIF-5A,K03263,,Vitvi17g01172,vv23022Basal_transcription_factors,,,
VIT_17s0053g00310,No hit,,,Vitvi17g01176,,,,
VIT_17s0053g00360,Pentatricopeptide (PPR) repeat,,,Vitvi17g01181,,,,
VIT_17s0053g00380,Metal-nicotianamine transporter YSL7,YSL7,,Vitvi17g01183,vv50125Porters_cat_66_to_94,,,
VIT_17s0053g00400,S-receptor protein kinase,,,Vitvi17g01186,,,,
VIT_17s0053g00430,ARF GTPase activator; ARF-GAP Domain 15,AGD15,,Vitvi17g01190,vv50110Protein_coat,,,
VIT_17s0053g00480,No hit,,,Vitvi17g01192,,,,
VIT_17s0053g00520,Disease resistance protein (TIR-NBS-LRR class),,,Vitvi17g01197,,,,
VIT_17s0053g00570,D8-sphingolipid desaturase,,,Vitvi17g01201,,,,
VIT_17s0053g00580,Translation initiation factor eIF-2 beta subunit,K03238,,Vitvi17g01202,vv23013RNA_transport,,,
VIT_17s0053g00590,Kinase interacting protein,,,Vitvi17g01203,,,,
VIT_17s0053g00600,ferredoxin,K02639,,Vitvi17g01204,vv10195Photosynthesis,,,
VIT_17s0053g00610,Xyloglucan endotransglucosylase/hydrolase protein 9 precursor,E2_4_1_207,,Vitvi17g01206,vv40006Cell_wall,,,
VIT_17s0053g00620,Nascent polypeptide-associated complex subunit beta,K01527,,Vitvi17g01207,,,,
VIT_17s0053g00630,Rhodanese domain containing protein,K07146,,Vitvi17g01209,,,,
VIT_17s0053g00650,Unknown protein,,,Vitvi17g01215,,,,
VIT_17s0053g00670,Vegetative storage protein,,,Vitvi17g01217,,,,
VIT_17s0053g00680,Argonaute protein (AGO1),,,Vitvi17g01218,,,,
VIT_17s0053g00700,Sucrose synthase 2,E2_4_1_13,,Vitvi17g01221,vv10500Starch_and_sucrose_metabolism,,,
VIT_17s0053g00710,Calcium-dependent protein kinase,,,Vitvi17g01223,,,,
VIT_17s0053g00720,Calcium-dependent protein kinase / CDPK,,,Vitvi17g01224,,,,
VIT_17s0053g00750,Unknown protein,,,Vitvi17g01228,,,,
VIT_17s0053g00760,RNA recognition motif (RRM)-containing protein,,,Vitvi17g01229,,,,
VIT_17s0053g00810,Cyclic nucleotide-binding transporter 1,K05391_CNBT1,,Vitvi17g01236,vv34626Plant-pathogen_interaction,vv50101Channels_and_pores,,
VIT_17s0053g00930,Cyclic nucleotide-binding transporter 1,K05391_CNBT1,,Vitvi17g01240,vv34626Plant-pathogen_interaction,vv50101Channels_and_pores,,
VIT_17s0053g00970,No hit,,,Vitvi17g01247,,,,
VIT_17s0053g00980,DnaJ homolog; subfamily C; member 15,K09535,,Vitvi17g01249,vv50132Primary_active_transporter_cat_A5_to_A8,,,
VIT_17s0053g01010,Transcription initiation factor TFIIB,K03124,,Vitvi17g01266,vv23022Basal_transcription_factors,,,
VIT_17s0053g01030,Unknown,,,Vitvi17g01269,,,,
VIT_17s0053g01060,Cyclin CycL1;1 RCY1,CYCL1_1,,Vitvi17g01270,vv44110Cell_cycle,,,
VIT_17s0053g01080,WNK6 (Arabidopsis WNK kinase 6),,,Vitvi17g01273,,,,
VIT_00s0201g00020,Pentatricopeptide repeat-containing protein,,,Vitvi17g01275,,,,
VIT_00s0201g00060,Unknown protein,,,Vitvi17g01278,,,,
VIT_00s0201g00070,HhH-GPD base excision DNA repair family protein,,,Vitvi17g01279,,,,
VIT_00s0183g00010,Actin 7 (ACT7) / actin 2,ACT7,,Vitvi17g01286,vv44810Regulation_of_actin_cytoskeleton,,,
VIT_00s0183g00040,Importin alpha,IMPALPHA,,Vitvi17g01287,vv50109Incompletely_characterized_transport_systems,vv50112Nuclear_pore_complex,,
VIT_00s0183g00130,No hit,,,Vitvi17g01289,,,,
VIT_00s0183g00150,Pleckstrin homology (PH) domain-containing,,,Vitvi17g01292,,,,
VIT_00s0183g00210,Importin alpha,IMPALPHA,,Vitvi17g01298,vv50109Incompletely_characterized_transport_systems,vv50112Nuclear_pore_complex,,
VIT_00s0183g00220,L-ascorbate peroxidase 1; cytosolic (APX1),E1_11_1_11,,Vitvi17g01299,vv10053Ascorbate_and_aldarate_metabolism,,,
VIT_00s0183g00240,Elongation factor 1-alpha 1,K03231,,Vitvi17g01300,vv23013RNA_transport,,,
VIT_00s0183g00250,No hit,,,Vitvi17g01302,,,,
VIT_00s0283g00030,Calnexin 1 (CNX1),K08054,,Vitvi17g01311,vv24141Protein_processing_in_endoplasmic_reticulum,vv44145Phagosome,,
VIT_17s0000g00070,Unknown protein,,,Vitvi17g01318,,,,
VIT_17s0000g00080,Pentatricopeptide (PPR) repeat-containing protein,,,Vitvi17g01319,,,,
VIT_17s0000g00180,No hit,,,Vitvi17g01321,,,,
VIT_17s0000g00250,Unknown protein,,,Vitvi17g01322,,,,
VIT_17s0000g00350,No hit,,,Vitvi17g01323,,,,
VIT_17s0000g00520,Forever young oxidoreductase,,,Vitvi17g01324,,,,
VIT_17s0000g00640,No hit,,,Vitvi17g01326,,,,
VIT_17s0000g00650,No hit,,,Vitvi17g01327,,,,
VIT_17s0000g00680,No hit,,,Vitvi17g01328,,,,
VIT_17s0000g00700,No hit,,,Vitvi17g01329,,,,
VIT_17s0000g00850,FRIGIDA-like 2,FRL2,,Vitvi17g01330,vv30009Flower_development,,,
VIT_17s0000g00890,Geranylgeranylated protein ATGP4,,,Vitvi17g01331,,,,
VIT_17s0000g01030,11-beta-hydroxysteroid dehydrogenase,E1_1_1_146,,Vitvi17g01336,vv10140C21-Steroid_hormone_metabolism,,,
VIT_17s0000g01040,11-beta-hydroxysteroid dehydrogenase,E1_1_1_146,,Vitvi17g01337,vv10140C21-Steroid_hormone_metabolism,,,
VIT_17s0000g01060,No hit,,,Vitvi17g01338,,,,
VIT_17s0000g01090,Acyl-(acyl carrier protein) thioesterase,E3_1_2_14,,Vitvi17g01339,vv10061Fatty_acid_biosynthesis,,,
VIT_17s0000g01100,Acyl-(acyl carrier protein) thioesterase,E3_1_2_14,,Vitvi17g01340,vv10061Fatty_acid_biosynthesis,,,
VIT_17s0000g01120,Unknown protein,,,Vitvi17g01341,,,,
VIT_17s0000g01220,No hit,,,Vitvi17g01344,,,,
VIT_17s0000g01250,F-box/LRR-repeat protein,,,Vitvi17g01345,,,,
VIT_17s0000g01300,Protein transport protein SEC61 gamma subunit,K07342,,Vitvi17g01346,vv23060Protein_export,vv24141Protein_processing_in_endoplasmic_reticulum,,
VIT_17s0000g01360,Unknown protein,,,Vitvi17g01347,,,,
VIT_17s0000g01400,Nucleotide pyrophosphatase,E3_6_1_9,,Vitvi17g01348,vv10230Purine_metabolism,vv10500Starch_and_sucrose_metabolism,,
VIT_17s0000g01410,Nucleotide pyrophosphatase,E3_6_1_9,,Vitvi17g01350,vv10230Purine_metabolism,vv10500Starch_and_sucrose_metabolism,,
VIT_17s0000g01440,Unknown protein,,,Vitvi17g01351,,,,
VIT_17s0000g01570,No hit,,,Vitvi17g01352,,,,
VIT_17s0000g01590,No hit,,,Vitvi17g01353,,,,
VIT_17s0000g01770,Photosystem I assembly protein Ycf3,,,Vitvi17g01354,,,,
VIT_17s0000g01880,No hit,,,Vitvi17g01356,,,,
VIT_17s0000g01900,No hit,,,Vitvi17g01357,,,,
VIT_17s0000g01940,Homeobox protein knotted-1 like 1 (KNAT1),KNAT1_2,,Vitvi17g01358,vv60034HB,,,
VIT_17s0000g02110,Unknown,,,Vitvi17g01359,,,,
VIT_17s0000g02120,Unknown protein,,,Vitvi17g01360,,,,
VIT_17s0000g02330,Receptor protein kinase,,,Vitvi17g01362,,,,
VIT_17s0000g02340,Leucine-rich repeat receptor-like protein kinase 1,,,Vitvi17g01363,,,,
VIT_17s0000g02350,Receptor protein kinase,,,Vitvi17g01364,,,,
VIT_17s0000g02360,Receptor protein kinase,,,Vitvi17g01365,,,,
VIT_17s0000g02370,Receptor protein kinase,,,Vitvi17g01366,,,,
VIT_17s0000g02380,No hit,,,Vitvi17g01367,,,,
VIT_17s0000g02440,Integral membrane protein,,,Vitvi17g01368,,,,
VIT_17s0000g02490,No hit,,,Vitvi17g01369,,,,
VIT_17s0000g02610,Ribosomal protein L22 50S,K02890,,Vitvi17g01371,vv23010Ribosome,,,
VIT_17s0000g02620,No hit,,,Vitvi17g01372,,,,
VIT_17s0000g02770,Disease resistance protein (CC-NBS-LRR class),,,Vitvi17g01373,,,,
VIT_17s0000g02780,Unknown protein,,,Vitvi17g01374,,,,
VIT_17s0000g02810,No hit,,,Vitvi17g01375,,,,
VIT_17s0000g02830,R protein MLA10,K13475,,Vitvi17g01376,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_17s0000g02870,S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase,SAMTBSCMT,,Vitvi17g01377,vv10360Phenylalanine_metabolism,,,
VIT_17s0000g02880,S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase,SAMTBSCMT,,Vitvi17g01378,vv10360Phenylalanine_metabolism,,,
VIT_17s0000g02920,Glutathione S-transferase 25 GSTU7,E2_5_1_18_GSTU7,,Vitvi17g01379,vv10480Glutathione_metabolism,,,
VIT_17s0000g02930,Glutathione S-transferase 25 GSTU7,E2_5_1_18_GSTU7,,Vitvi17g01380,vv10480Glutathione_metabolism,,,
VIT_17s0000g02940,Glutathione S-transferase 8 GSTU8,E2_5_1_18_GSTU8,,Vitvi17g01381,vv10480Glutathione_metabolism,,,
VIT_17s0000g02950,Glutathione S-transferase 25 GSTU7,E2_5_1_18_GSTU7,,Vitvi17g01382,vv10480Glutathione_metabolism,,,
VIT_17s0000g03020,No hit,,,Vitvi17g01383,,,,
VIT_17s0000g03070,R protein MLA10,K13475,,Vitvi17g01384,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_17s0000g03080,R protein MLA10,K13475,,Vitvi17g01385,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_17s0000g03090,R protein disease resistance protein,RPROT,,Vitvi17g01386,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_17s0000g03140,No hit,,,Vitvi17g01387,,,,
VIT_17s0000g03150,No hit,,,Vitvi17g01388,,,,
VIT_17s0000g03160,No hit,,,Vitvi17g01389,,,,
VIT_17s0000g03220,Unknown protein,,,Vitvi17g01390,,,,
VIT_17s0000g03270,CYP77A5P,,,Vitvi17g01391,,,,
VIT_17s0000g03320,Receptor serine/threonine kinase PR5K-l,,,Vitvi17g01392,,,,
VIT_17s0000g03350,Serine/threonine protein kinase,,,Vitvi17g01393,,,,
VIT_17s0000g03360,No hit,,,Vitvi17g01395,,,,
VIT_17s0000g03450,No hit,,,Vitvi17g01397,,,,
VIT_17s0000g03480,No hit,,,Vitvi17g01398,,,,
VIT_17s0000g03490,Cysteine desulfurase; (NIFS),E2_8_1_7,,Vitvi17g01399,vv10730Thiamine_metabolism,vv24122Sulfur_relay_system,,
VIT_17s0000g03570,Small nuclear ribonucleoprotein E,K11097,,Vitvi17g01401,vv23040Spliceosome,,,
VIT_17s0000g03620,Chaperonin 21; Chloroplast,,,Vitvi17g01403,,,,
VIT_17s0000g03640,Proline-rich protein precursor,,,Vitvi17g01404,,,,
VIT_17s0000g03650,Unknown protein,,,Vitvi17g01405,,,,
VIT_17s0000g03750,Chitin elicitor-binding CEBIP LysM domain-containing,K13473,,Vitvi17g01407,vv34626Plant-pathogen_interaction,,,
VIT_17s0000g03760,Endonuclease/exonuclease/phosphatase family,,,Vitvi17g01408,,,,
VIT_17s0000g03780,No hit,,,Vitvi17g01409,,,,
VIT_17s0000g03800,Unknown protein,,,Vitvi17g01410,,,,
VIT_17s0000g03840,Agenet domain-containing protein,,,Vitvi17g01411,,,,
VIT_17s0000g03890,Peptidyl-prolyl isomerase C,K09563,,Vitvi17g01412,,,,
VIT_17s0000g03900,No hit,,,Vitvi17g01413,,,,
VIT_17s0000g03910,flavonoid 3-monooxygenase,E1_14_13_21,,Vitvi17g01414,vv10941Flavonoid_biosynthesis,,,
VIT_17s0000g04080,No hit,,,Vitvi17g01416,,,,
VIT_17s0000g04110,No hit,,,Vitvi17g01417,,,,
VIT_17s0000g04350,TATA-binding protein-associated phosphoprotein Dr1 protein,DR1,,Vitvi17g01421,vv60021CCAAT,,,
VIT_17s0000g04370,Wall-associated kinase,,,Vitvi17g01422,,,,
VIT_17s0000g04380,Wall-associated kinase 1 (WAK1),,,Vitvi17g01423,,,,
VIT_17s0000g04390,Cold-induced wall associated kinase,,,Vitvi17g01424,,,,
VIT_17s0000g04470,No hit,,,Vitvi17g01426,,,,
VIT_17s0000g04570,No hit,,,Vitvi17g01427,,,,
VIT_17s0000g04720,No hit,,,Vitvi17g01430,,,,
VIT_17s0000g04800,No hit,,,Vitvi17g01432,,,,
VIT_17s0000g04840,Sterile alpha motif (SAM) domain-containing,,,Vitvi17g01433,,,,
VIT_17s0000g04860,Unknown,,,Vitvi17g01434,,,,
VIT_17s0000g04870,Microtubule-associated protein MBP2C,MBP2C,,Vitvi17g01435,vv44810Regulation_of_actin_cytoskeleton,,,
VIT_17s0000g05010,Unknown,,,Vitvi17g01439,,,,
VIT_17s0000g05030,Alpha-1;4-glucan-protein synthase 1,E2_4_1_113,,Vitvi17g01440,vv10500Starch_and_sucrose_metabolism,,,
VIT_17s0000g05100,No hit,,,Vitvi17g01443,,,,
VIT_17s0000g05170,No hit,,,Vitvi17g01444,,,,
VIT_17s0000g05180,Unknown,,,Vitvi17g01445,,,,
VIT_17s0000g05230,Unknown protein,,,Vitvi17g01446,,,,
VIT_17s0000g05270,Unknown protein,,,Vitvi17g01447,,,,
VIT_17s0000g05280,UPF0737 protein AFP3,,,Vitvi17g01448,,,,
VIT_17s0000g05360,Germin,,,Vitvi17g01451,,,,
VIT_17s0000g05420,AAA-type ATPase family,,,Vitvi17g01452,,,,
VIT_17s0000g05710,Unknown,,,Vitvi17g01454,,,,
VIT_17s0000g05720,No hit,,,Vitvi17g01455,,,,
VIT_17s0000g05730,No hit,,,Vitvi17g01457,,,,
VIT_17s0000g05760,Nuclear protein ZAP,,,Vitvi17g01459,,,,
VIT_17s0000g05910,No hit,,,Vitvi17g01462,,,,
VIT_17s0000g06070,No hit,,,Vitvi17g01463,,,,
VIT_17s0000g06080,No hit,,,Vitvi17g01464,,,,
VIT_17s0000g06110,Glutathione S-transferase 9 GSTU9,E2_5_1_18_GSTU9,,Vitvi17g01465,vv10480Glutathione_metabolism,,,
VIT_17s0000g06120,Glutathione S-transferase 9 GSTU9,E2_5_1_18_GSTU9,,Vitvi17g01466,vv10480Glutathione_metabolism,,,
VIT_17s0000g06130,Glutathione S-transferase 9 GSTU9,E2_5_1_18_GSTU9,,Vitvi17g01467,vv10480Glutathione_metabolism,,,
VIT_17s0000g06300,No hit,,,Vitvi17g01470,,,,
VIT_17s0000g06390,Pentatricopeptide (PPR) repeat-containing protein,,,Vitvi17g01474,,,,
VIT_17s0000g06530,No hit,,,Vitvi17g01475,,,,
VIT_17s0000g06560,Retrovirus Pol polyprotein from transposon TNT 1-94,,,Vitvi17g01476,,,,
VIT_17s0000g06600,No hit,,,Vitvi17g01477,,,,
VIT_17s0000g06690,Unknown,,,Vitvi17g01479,,,,
VIT_17s0000g06700,No hit,,,Vitvi17g01480,,,,
VIT_17s0000g06740,Zinc finger (C2H2 type) family,C2H2FAM_6,,Vitvi17g01485,vv60017C2H2,,,
VIT_17s0000g06750,Unknown protein,,,Vitvi17g01486,,,,
VIT_17s0000g06850,No hit,,,Vitvi17g01489,,,,
